Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Jogging duration (ms),Swimming duration (ms),Paced walking duration (ms)
2021-09-16,1,1602.9673655210142,186.01119089126587,,,,,,,,,,0.3802531303294517,0.6327329874038696,0.24963687360286713,526,,,,,,1572152,,,,
2021-09-17,2,1553.9449518065746,197.47043299674988,,,,,,,,,,0.5330440757413368,1.8025585412979126,0.26694250106811523,469,,,,,,589952,,,,
2021-09-18,96,1811.4943701667974,6588.911269187927,63.0,63,,,,,,,,0.5033924701922299,1.552091121673584,0.25308218598365784,9237,,,,,,5750147,,,,
2021-09-19,68,1775.3014231829604,4638.321840167046,44.0,44,,,,,,,,0.43204001422998217,1.4491676092147827,0.2558199167251587,6540,,,,,,5024988,,,,
2021-09-20,131,2032.2617495717438,9481.267477178946,91.0,91,,,,44.76026916503906,20.475934982299805,44.764522552490234,20.48358726501465,0.4862979932911349,2.0480499267578125,0.25032225251197815,13045,,,,,,10173372,,,,
2021-09-21,52,1694.2424187068086,4026.0362071990967,44.0,44,,,,,,,,0.997544822287923,1.9126167297363281,0.2558199167251587,5610,,,,,,3400913,,,,
2021-09-22,114,1892.4887868238445,7657.914019584656,58.0,58,,,,,,,,0.6389315401312481,1.5061742067337036,0.2954656183719635,10993,,,,,,7233748,60042,,,
2021-09-23,63,1768.7744341690056,4370.843772172928,36.0,36,,,,,,,,0.7353116796673327,1.5345650911331177,0.24495148658752441,6146,,,,,,4894215,,,,
2021-09-24,55,1715.1908445041606,4031.4804604053497,46.0,46,,,,,,,,0.4332771433913799,1.4521875381469727,0.33367815613746643,5636,,,,,,3820630,,,,
2021-09-25,124,1963.7826019423383,9075.112705349922,83.0,83,,,,,,,,0.6324352243588328,1.559168815612793,0.2558199167251587,13208,,,,,,8801344,,,,
2021-09-26,107,1904.095314161266,6767.0332467556,54.0,54,,,,,,,,0.40607813098768814,1.559822678565979,0.2558199167251587,9938,,,,,,7605465,,,,
2021-09-27,1,1567.2482731520963,154.82667636871338,,,,,,,,,,0.31928618786862173,0.3561230003833771,0.26694250106811523,367,,,,,,856493,,,,
2021-09-28,56,1746.041788298135,3578.2750202417374,30.0,30,,,,,,,,0.4978304187219238,1.574745535850525,0.27607792615890503,5068,,,,,,4291481,63536,,,
2021-09-29,126,1942.2277196349137,9179.6162378788,87.0,87,,,,,,,,0.5875991802583361,1.8141471147537231,0.26694250106811523,12587,,,,,,8369476,,,,
2021-09-30,4,1545.999501614539,150.33379650115967,,,,,,,,,,0.35736095903822096,0.41568437218666077,0.33367812633514404,438,,,,,,430758,,,,
2021-10-01,288,2476.8717202274884,19585.30630862713,182.0,182,,,,,,,,0.8487913104660944,1.5566686391830444,0.26694250106811523,27270,,,,,,19081423,,,,
2021-10-02,117,1887.9335355694295,7034.885534532484,48.0,48,,,,44.813228607177734,20.460376739501953,44.814109802246094,20.46083641052246,0.5224300699861429,1.82684326171875,0.26694250106811523,10267,,,,,,7140235,61012,,,
2021-10-03,268,2452.1572857801416,16360.333437856401,101.0,101,,,,,,,,0.5344930492441297,1.7493209838867188,0.2542746961116791,23453,,,,,,18243207,148009,,,
2021-10-04,51,1820.0965794471888,3292.2369098623776,23.0,23,,,,,,,,0.34848418008480947,1.8625108003616333,0.2513531446456909,5105,,,,,,5922492,,,,
2021-10-05,71,1784.2450806962188,5077.776150345802,47.0,47,,,,,,,,0.46326362476055866,1.3969684839248657,0.26694250106811523,7268,,,,,,5204178,,,,
2021-10-06,70,1799.6190266975473,5130.07338821888,49.0,49,,,,,,,,0.40417808016499074,1.4991792440414429,0.2558199167251587,7355,,,,,,5086677,183584,,,
2021-10-07,46,1733.314671875297,3201.1340939998627,27.0,27,,,,,,,,0.36867727696772357,2.0072834491729736,0.2558199167251587,4657,,,,,,4183752,,,,
2021-10-08,35,1700.360878057583,2122.16903924942,12.0,12,,,,,,,,0.4768146858011036,1.7197026014328003,0.2558199167251587,3177,,,,,,2816955,304821,,,
2021-10-09,,1562.4642142716102,53.808635115623474,,,,,,,,,,0.3003283524890841,0.33367815613746643,0.26694250106811523,176,,,,,,760642,,,,
2021-10-10,71,1861.6123262625304,5216.943479448557,52.0,51,,,,,,,,0.4246903351969436,2.7959418296813965,0.2558199167251587,7304,,,,,,5500262,541017,,,
2021-10-11,68,1780.74551896766,4826.247312307358,49.0,49,,,,,,,,0.5226989847054925,1.4239879846572876,0.26694250106811523,6924,,,,,,4986964,63462,,,
2021-10-12,87,1778.2130832086161,5819.429597854614,46.0,46,,,,,,,,0.5518162869693158,1.803985595703125,0.26694250106811523,8269,,,,,,5083325,,,,
2021-10-13,104,1903.6416963921588,7568.6985186338425,75.0,75,,,,,,,,0.41481980535981156,1.5655417442321777,0.2558199167251587,10636,,,,,,7596375,,,,
2021-10-14,108,1872.6198391375558,6732.02815413475,39.0,39,,,,,,,,0.458847870449063,1.4835079908370972,0.26694250106811523,9659,,,,,,6974851,,,,
2021-10-15,197,2143.300694275646,11622.701969653723,59.0,59,,,,44.81395721435547,20.450693130493164,44.88926696777344,20.460323333740234,0.509743252978622,2.9264650344848633,0.2558199167251587,17205,,,,,,12250608,63492,,,
2021-10-16,332,2588.4762839503965,17489.51284676755,60.0,60,,,,44.704261779785156,20.53180694580078,44.719120025634766,20.574703216552734,0.7503924712531937,2.3757474422454834,0.13387064635753632,26886,,,,,,21317526,,,,
2021-10-17,230,2413.2565862585584,15246.362182617188,116.0,114,,,,,,,,0.6590333032127973,2.695932626724243,0.2523655295372009,21767,,,,,,17806876,,,,
2021-10-18,64,1837.1391404576016,4224.988893270493,35.0,35,,,,,,,,0.4691735566938585,1.4540921449661255,0.25512564182281494,6032,,,,,,4869518,601592,,,
2021-10-19,5,1540.0868175862488,253.13873028755188,,,,,,,,,,0.40453265722559356,1.1797184944152832,0.29455405473709106,508,,,,,,312294,,,,
2021-10-20,208,2141.1310540796185,13481.587724405303,110.0,110,,,,,,,,0.5843540079244368,1.8331092596054077,0.2473575323820114,18970,63.0,63.0,63.0,,,12455739,,,,
2021-10-21,155,2105.2575140298104,10850.072680157647,101.0,101,,,,,,,,0.6212176914527665,1.5655109882354736,0.2510353922843933,15093,,,,,,12063402,,,,
2021-10-22,33,1659.6716791584752,2039.7119464874268,11.0,11,,,,,,,,0.480804370891824,1.4561169147491455,0.2558051347732544,3044,,,,,,2964440,,,,
2021-10-23,106,1817.3738725168548,7841.641181588173,77.0,77,,,,,,,,0.549762822972873,1.5313751697540283,0.26694250106811523,10888,,,,,,6184754,,,,
2021-10-24,272,2296.723941706334,17067.510838866234,160.0,160,,,,44.746280670166016,20.407133102416992,44.787105560302734,20.437639236450195,0.7364010459295575,3.199334144592285,0.0318865142762661,25446,,,,,,15973190,,,,
2021-10-25,92,1815.3759023842013,6518.467668771744,64.0,64,,,,44.750083923339844,20.410917282104492,44.78174591064453,20.416967391967773,0.5761476300506105,3.032407522201538,0.22407062351703644,9181,,,,,,6143955,,,,
2021-10-26,92,1902.396977509913,7022.136601865292,72.0,72,,,,,,,,0.47441973966463935,1.7447372674942017,0.2532048523426056,9732,,,,,,7920943,,,,
2021-10-27,133,1941.1328314626708,10128.684474229813,104.0,104,,,,,,,,0.6771154780301368,1.7799640893936157,0.2558199167251587,13954,,,,,,8572438,60072,,,
2021-10-28,68,1767.6881695391612,5025.856609344482,54.0,54,,,,44.74897384643555,20.410045623779297,44.76811218261719,20.415544509887695,0.41241766540682534,2.2275326251983643,0.2558199167251587,7280,,,,,,5022606,63540,,,
2021-10-29,181,2106.544815253469,11094.575975209475,70.0,70,,,,44.75009536743164,20.410682678222656,44.81352615356445,20.471586227416992,0.45468484790988856,4.4354729652404785,0.03532084822654724,16318,,,,,,12089693,,,,
2021-10-30,3,1606.453303475347,380.7969317436218,,,,,,,,,,0.4159370421948373,1.824997067451477,0.2558199167251587,800,,,,,,1877710,,,,
2021-10-31,190,2282.3707217723595,11543.11799017919,47.0,46,,,,,,,,0.9730578765479683,2.535984992980957,0.2605905830860138,16819,,,,,,13254163,487337,,,
2021-11-01,83,1807.5484552999721,6248.637163357606,60.0,60,,,,,,,,0.4848159902124588,1.6145155429840088,0.2541455030441284,8630,,,,,,5984117,,,,
2021-11-02,163,1980.5783288232017,10620.427016019821,86.0,86,,,,44.74850082397461,20.403642654418945,44.78052520751953,20.415307998657227,0.8239415716255466,1.8681989908218384,0.2558199167251587,14896,,,,,,9517426,,,,
2021-11-03,85,1824.3126940663576,4955.544693502314,25.0,25,57.270023345947266,57.270023345947266,57.270023345947266,,,,,0.572947259019141,1.5976481437683105,0.2777811586856842,7258,,,,,,6184866,60968,,,
2021-11-04,68,1758.3715038982166,4531.278863040083,38.0,38,,,,,,,,0.4321747483100144,1.7902517318725586,0.25039947032928467,6690,,,,,,4979912,,,,
2021-11-05,26,1640.9417968046562,1447.9606335163116,8.0,8,,,,,,,,0.5643549153960815,1.8060084581375122,0.2558199167251587,2376,,,,,,2581970,,,,
2021-11-06,188,2135.317611968555,13846.900815725327,129.0,129,,,,,,,,0.5120007900716866,2.0073580741882324,0.24732959270477295,19338,,,,,,12535554,61012,,,
2021-11-07,85,1823.2266177689814,5914.148114085197,46.0,46,,,,,,,,0.6507822089769448,1.555206298828125,0.25093546509742737,8661,,,,,,6304266,,,,
2021-11-08,85,1774.6326265597334,5820.391464471817,48.0,48,,,,,,,,0.40455809593022923,1.866136074066162,0.26694250106811523,8233,,,,,,5311970,,,,
2021-11-09,91,1822.1432833078097,6897.670742750168,76.0,76,,,,,,,,0.5262228989392804,1.934863805770874,0.2999049723148346,9568,,,,,,6282146,,,,
2021-11-10,71,1570.558522184116,5283.658534049988,54.0,54,,,,,,,,0.419019320324343,1.5423033237457275,0.2558199167251587,7494,62.70000076293945,62.70000076293945,62.70000076293945,,,1186108,,,,
2021-11-11,146,1912.8213226162559,7533.908484624699,28.0,28,,,,,,,,0.5058230198155489,1.5662486553192139,0.24751561880111694,11091,,,,,,8242531,,,,
2021-11-12,69,1769.1695600170174,4961.620205879211,38.0,38,,,,,,,,0.5904579184638173,1.7989897727966309,0.27806511521339417,6992,,,,,,5152602,60054,,,
2021-11-13,100,1847.5054535863355,7326.884390473366,67.0,67,,,,,,,,0.5834828335384219,1.52909517288208,0.2558199167251587,10174,,,,,,6901041,,,,
2021-11-14,97,1807.2869185796426,6509.506773710251,50.0,50,,,,,,,,0.49071304002013844,1.7971686124801636,0.24756523966789246,9318,,,,,,6075014,,,,
2021-11-15,72,1757.4107745850995,5223.381096839905,45.0,44,,,,,,,,0.42497684558699994,1.8606911897659302,0.26694250106811523,7285,,,,,,5047760,,,,
2021-11-16,91,1828.537539202158,6614.916699290276,68.0,68,,,,,,,,0.38104522543094266,1.510533094406128,0.2558199167251587,9173,,,,,,6511467,,,,
2021-11-17,3,1537.6611496545481,234.24208235740662,,,,,,,,,,0.4335216125350707,0.622592031955719,0.2558199167251587,529,,,,,,537311,,,,
2021-11-18,84,1798.3089933440797,5771.207284450531,54.0,54,,,,,,,,0.4126292886692975,1.5669111013412476,0.2579856216907501,8196,,,,,,5890619,,,,
2021-11-19,323,2463.6072321720453,19076.505317613482,93.0,93,,,,44.79922103881836,20.4628963470459,44.8076286315918,20.4725399017334,0.8827916222097362,2.202975034713745,0.25408342480659485,27260,,,,,,19554828,,,,
2021-11-20,149,2041.12974330748,9661.826211094856,78.0,77,,,,,,,,0.4680057722692857,2.5606281757354736,0.2558199167251587,13656,,,,,,10877786,,,,
2021-11-21,53,1758.3707863065822,3666.612869501114,31.0,31,,,,,,,,0.4223924760072785,1.8338876962661743,0.26694250106811523,5586,,,,,,5070351,,,,
2021-11-22,40,1656.1630376690457,2877.930334329605,23.0,23,,,,,,,,0.44620783018714893,1.457314372062683,0.2428775280714035,4216,,,,,,2971158,,,,
2021-11-23,102,1816.1848940518687,7586.236340222344,77.0,77,,,,,,,,0.6126284490823284,1.5954855680465698,0.26694250106811523,10503,,,,,,6257762,,,,
2021-11-24,93,1813.5103891041097,6634.065923991218,68.0,68,,,,,,,,0.5133325280615577,1.4614819288253784,0.2767072916030884,9431,,,,,,6202832,,,,
2021-11-25,3,1563.0837629320058,254.90952803500872,,,,,,,,,,0.3547099660767913,0.42907607555389404,0.33367815613746643,580,,,,,,1059452,,,,
2021-11-26,133,1959.7747361206495,9721.748285037196,84.0,84,,,,,,,,0.7806801920943036,1.7258394956588745,0.2547161877155304,13554,,,,,,9205408,,,,
2021-11-27,170,2081.6782118992896,12447.893163919449,134.0,134,,,,,,,,0.6601276590320377,1.5439226627349854,0.27806511521339417,17289,,,,,,11710589,,,,
2021-11-28,59,1777.7310830310746,4414.568217158318,41.0,41,,,,,,,,0.5561616644097679,1.5069494247436523,0.2503340542316437,6320,,,,,,5467980,,,,
2021-11-29,157,1956.997393782929,11057.092583417892,109.0,109,,,,,,,,0.6094378869536604,1.5603853464126587,0.2558199167251587,15381,,,,,,9149845,,,,
2021-11-30,74,1759.2810450653117,5456.7594537734985,48.0,48,,,,,,,,0.5859607750081363,1.913988709449768,0.2587747573852539,7523,,,,,,5089045,,,,
2021-12-01,75,1779.4741800235806,5515.456634044647,58.0,58,,,,,,,,0.41150869467573575,1.4971234798431396,0.2558199167251587,7770,,,,,,5503781,,,,
2021-12-02,57,1710.9081146223637,3834.2182450294495,30.0,30,,,,,,,,0.4711444442858263,2.0181455612182617,0.2514925003051758,5414,,,,,,4083553,,,,
2021-12-03,41,1728.7143466772034,2614.0104162598323,19.0,18,,,,,,,,0.38895961331237133,1.972145438194275,0.2558199167251587,3825,,,,,,4460746,,,,
2021-12-04,70,1720.7059799177139,4660.2821798618,39.0,39,,,,,,,,0.5978284671115163,1.4366885423660278,0.26490598917007446,6697,,,,,,4296772,,,,
2021-12-05,79,1763.238005741364,4738.7037339011795,23.0,23,,,,,,,,0.387441997298239,1.8253074884414673,0.2418675720691681,7248,,,,,,5028569,61006,,,
2021-12-06,82,1786.2253252029145,5810.319597271233,51.0,51,,,,,,,,0.4049011579484361,1.4737539291381836,0.26694250106811523,8270,,,,,,5642440,,,,
2021-12-07,102,1865.4355074146476,8048.29672727272,87.0,87,61.60346984863281,61.60346984863281,61.60346984863281,,,,,0.727390167241934,1.71293306350708,0.2558199167251587,11067,,,,,,7269297,,,,
2021-12-08,73,1752.627074835255,5523.572841644287,57.0,57,,,,,,,,0.7578958623164768,1.7690563201904297,0.2558199167251587,7764,,,,,,4952383,,,,
2021-12-09,69,1727.4685356422153,5094.2039628432285,48.0,48,,,,,,,,0.5145953116968269,1.6348536014556885,0.300310343503952,7108,,,,,,4435665,,,,
2021-12-10,214,2131.41230377952,14891.040472228717,136.0,136,,,,,,,,0.636019821557058,1.6455272436141968,0.2558199167251587,20764,,,,,,12732055,,,,
2021-12-11,75,1764.9404765990316,5819.134200930595,55.0,55,,,,,,,,0.3909297007304554,1.4898710250854492,0.2558199167251587,8217,,,,,,5205282,,,,
2021-12-12,6,1520.743474341327,302.7428398132324,,,,,,,,,,0.6089916591277607,1.1499801874160767,0.2558199167251587,664,,,,,,189849,,,,
2021-12-13,107,1886.571217607319,7081.234522104263,51.0,50,,,,,,,,0.4114513812502134,2.451901912689209,0.2558199167251587,10218,,,,,,7703389,,,,
2021-12-14,70,1783.6136510549672,4365.192078113556,23.0,22,,,,,,,,0.3695224069582058,2.103156089782715,0.2558199167251587,6556,62.5,62.5,62.5,,,5588800,,,,
2021-12-15,97,1837.8083693420458,6598.395408630371,51.0,51,,,,,,,,0.4361494890659368,1.6984148025512695,0.2558199167251587,9503,,,,,4786,6679237,,,,22639
2021-12-16,56,1757.5645247100495,3643.8106660842896,25.0,25,,,,,,,,0.3573443795409461,1.3867995738983154,0.26694250106811523,5502,,,,,,5053790,,,,
2021-12-17,82,1742.7214713494602,5975.922542691231,58.0,58,,,,,,,,0.46809961519962023,1.4484730958938599,0.26694250106811523,8461,,,,,,4748937,,,,
2021-12-18,139,1940.629931109372,9764.72708594799,92.0,92,,,,,,,,0.5761055155785245,1.5256930589675903,0.2762247323989868,13667,,,,,,7795761,438088,,,
2021-12-19,73,1737.3573316515817,5869.062183380127,63.0,63,,,,,,,,0.3933954702453905,1.5590282678604126,0.2558199167251587,8044,,,,,,4491291,63470,,,
2021-12-20,68,1750.8227449372127,4584.625142097473,36.0,36,,,,,,,,0.5576263571212848,2.047118663787842,0.26694250106811523,6912,62.70000076293945,62.70000076293945,62.70000076293945,,,4915325,,,,
2021-12-21,62,1792.9517073166917,4679.083015918732,49.0,49,,,,,,,,0.4079996214129545,1.5331661701202393,0.24979981780052185,6724,,,,,,5329098,194312,,,
2021-12-22,110,1891.6877730022295,8099.459394931793,75.0,75,,,,,,,,0.8015594583590409,1.593803882598877,0.2558199167251587,11330,62.400001525878906,62.400001525878906,62.400001525878906,,,7729275,61687,,,
2021-12-23,32,1666.521108986928,2300.3201801617365,23.0,23,,,,,,,,0.35350995449907474,1.498149037361145,0.26694250106811523,3389,,,,,,1833630,615426,,,
2021-12-24,97,1851.0412716555238,7916.798090712287,81.0,81,,,,,,,,0.49016607576278765,1.5814321041107178,0.24632787704467773,10745,,,,,,7076251,,,,
2021-12-25,105,1879.3623080911868,7422.9259486198425,66.0,66,,,,,,,,0.5499937222116874,1.5415515899658203,0.2558199167251587,10489,,,,,,7661310,,,,
2021-12-26,49,1679.08414889291,3913.057228922844,39.0,39,,,,,,,,0.5814425051197909,1.5135512351989746,0.24743732810020447,5511,,,,,,3384363,60038,,,
2021-12-27,46,1697.2289685492806,3595.9520782232285,38.0,38,,,,,,,,0.5120504483051631,1.774731993675232,0.2637673318386078,5160,,,,,,3759129,60069,,,
2021-12-28,108,1888.2670772471029,8448.988733530045,85.0,85,,,,,,,,0.745643185489035,2.2697675228118896,0.2558199167251587,11581,,,,,,7845266,,,,
2021-12-29,83,1845.8961369720114,5159.0976998806,37.0,36,,,,44.7501335144043,20.403717041015625,44.78593063354492,20.420169830322266,0.43151754870461023,2.2439463138580322,0.2558199167251587,8034,,,,,,6969401,,,,
2021-12-30,94,1847.2322001923021,6858.287358522415,66.0,66,,,,,,,,0.6477213205836021,1.4812973737716675,0.2498801201581955,9866,,,,,,6997564,,,,
2021-12-31,41,1649.0981163236704,2069.366230726242,8.0,8,,,,,,,,0.4739297662758067,1.7544313669204712,0.2558199167251587,3529,,,,,,2904457,,,,
2022-01-01,73,1780.905860010692,4841.81814789772,31.0,31,,,,,,,,0.9931609091988792,12.083098411560059,0.2473076432943344,7538,,,,,,5627388,,,,
2022-01-02,78,1876.1836511856254,4952.431594848633,22.0,22,,,,,,,,0.3563768093118311,1.401481032371521,0.24746882915496826,7695,,,,,,7595645,,,,
2022-01-03,73,1757.6105875558235,4476.20357812555,33.0,33,,,,,,,,0.3704432760141392,1.566965937614441,0.2471596747636795,7105,,,,,,5005756,60389,,,
2022-01-04,122,1880.1697741933147,9131.779628182263,104.0,104,,,,44.7501220703125,20.410369873046875,44.7520751953125,20.410972595214844,0.4697887935574719,1.479182243347168,0.14275486767292023,12689,62.0,62.0,62.0,,,7778649,,,,
2022-01-05,70,1701.4889275178994,3911.3507436157015,15.0,15,,,,,,,,0.5417264706050021,1.6383922100067139,0.24232007563114166,6258,,,,,,4101290,,,,
2022-01-06,127,1875.2412992412287,9257.182084441185,98.0,98,,,,,,,,0.57930786570752,1.498860239982605,0.26554039120674133,12863,,,,,,7566511,65433,,,
2022-01-07,73,1744.8742886165542,4855.626683712006,44.0,44,,,,,,,,0.5906471719902723,1.9801925420761108,0.33367815613746643,7053,,,,,,4655419,150052,,,
2022-01-08,52,1712.916805453528,3932.4003969430923,38.0,38,,,,,,,,0.3882624500115835,1.5189659595489502,0.24836666882038116,5606,,,,,,4194885,62023,,,
2022-01-09,3,1537.7449816364785,202.29269003868103,,,,,,,,,,0.455524014852946,1.3697311878204346,0.2556455433368683,448,,,,,,550164,61027,,,
2022-01-10,107,1866.9810768289399,7815.550761342049,62.0,62,,,,,,,,0.5224960543637134,1.8382678031921387,0.2558199167251587,10941,,,,,,7546783,,,,
2022-01-11,43,1660.973200712705,2631.3221111297607,18.0,18,,,,,,,,0.4502751805100699,1.6631813049316406,0.2454613298177719,3854,,,,,,3257740,,,,
2022-01-12,89,1775.6251276598425,6082.75768327713,53.0,53,,,,,,,,0.4575322908407839,1.639072060585022,0.2435184270143509,8652,,,,,,5644769,,,,
2022-01-13,61,1748.266091661011,3696.460967466235,22.0,22,,,,44.75069808959961,20.47638702392578,44.76884841918945,20.492448806762695,0.48028207657108013,4.004872798919678,0.24573229253292084,5398,,,,,,5074962,,,,
2022-01-14,87,1815.816326579593,6499.846445798874,72.0,72,,,,,,,,0.5652885477074212,1.5378129482269287,0.27806511521339417,9261,,,,,,6333686,63547,,,
2022-01-15,63,1698.2129274237966,4994.506098866463,58.0,58,,,,,,,,0.369861973936075,2.0886242389678955,0.26694250106811523,6948,,,,,,4033061,,,,
2022-01-16,91,1835.5585359602578,6401.21524477005,60.0,60,,,,,,,,0.5627081439196276,1.6202621459960938,0.25780490040779114,9044,,,,,,5620515,546724,,,
2022-01-17,126,1882.7252975221106,8682.141608715057,84.0,84,,,,,,,,0.6063934495904716,1.6131550073623657,0.2659049332141876,12134,,,,,,7874571,,,,
2022-01-18,119,1869.91682948191,8320.250642299652,76.0,76,,,,,,,,0.4340942577121009,1.676192283630371,0.26694250106811523,11606,,,,,,7607901,,,,
2022-01-19,64,1687.546257108545,4870.029598712921,52.0,52,,,,,,,,0.6173843242844208,1.6055692434310913,0.3336781859397888,6719,,,,,,3671193,60082,,,
2022-01-20,57,1696.3990438082126,4224.127572894096,42.0,42,,,,,,,,0.4641530162364882,1.557845115661621,0.25306734442710876,6016,,,,,,3847517,63515,,,
2022-01-21,130,1935.0660080476223,10315.573610305786,104.0,101,,,,,,,,0.5757180649447481,2.2003540992736816,0.2558199167251587,14110,,,,,,8679735,122309,,,
2022-01-22,127,1879.1596765489744,9337.209460735321,97.0,97,,,,,,,,0.5911781671208215,1.535462498664856,0.300310343503952,12949,,,,,,7800334,,,,
2022-01-23,68,1715.9316399826102,4999.4874386787415,57.0,57,,,,,,,,0.4832080774137582,1.447838544845581,0.27806511521339417,6975,,,,,,4401963,,,,
2022-01-24,65,1721.4771707871294,4858.773224115372,54.0,54,,,,,,,,0.6480502107154046,1.5720278024673462,0.28093668818473816,6828,,,,,,4367521,64426,,,
2022-01-25,179,2043.3625645530494,12488.104067087173,110.0,110,,,,,,,,0.772842945874659,1.8255611658096313,0.2558199167251587,17572,,,,,,11219003,,,,
2022-01-26,109,1811.28735164715,6804.649418592453,42.0,42,,,,,,,,0.56017594923685,1.567733883857727,0.2513442933559418,9780,,,,,,6387249,,,,
2022-01-27,82,1775.035275279678,6216.0878620147705,67.0,67,,,,,,,,0.4287107149010696,1.5521310567855835,0.24780593812465668,8711,,,,,,5632486,,,,
2022-01-28,89,1783.3055932386214,6854.30833697319,73.0,73,,,,,,,,0.5211228104408608,1.4934196472167969,0.2710275948047638,9457,,,,,,5655738,64012,,,
2022-01-29,137,1929.6839684567426,9692.171451807022,88.0,88,,,,,,,,0.607503080320706,2.5255672931671143,0.26694250106811523,13425,,,,,,8852239,,,,
2022-01-30,129,1909.6594536660132,9192.935189723969,90.0,90,,,,,,,,0.7885801787650304,1.7266877889633179,0.31143295764923096,12774,,,,,,8293455,60978,,,
2022-01-31,111,1865.16389327674,8264.800084352493,82.0,82,,,,,,,,0.8116291672657061,1.7461878061294556,0.27806511521339417,11371,,,,,,7365698,60995,,,
2022-02-01,1,1533.263032820088,104.22853827476501,,,,,,,,,,0.36879266530261334,0.562764048576355,0.24951034784317017,434,,,,,,307117,125382,,,
2022-02-02,78,1781.1567284485843,5571.29717206955,47.0,47,,,,,,,,0.47942182827608537,1.5873035192489624,0.27417662739753723,7983,,,,,,5759863,,,,
2022-02-03,10,1554.3537190332872,769.0935368537903,4.0,4,,,,,,,,0.4860459124831306,1.4833128452301025,0.26694250106811523,1343,,,,,,1037944,,,,
2022-02-04,111,1936.7777949793517,6998.159136772156,56.0,56,,,,,,,,0.43354560675168735,1.36387300491333,0.31143295764923096,10116,,,,,,8999930,,,,
2022-02-05,8,1531.049553992382,396.2247815132141,,,,,,,,,,0.6514276533994614,1.2576100826263428,0.2636188864707947,771,,,,,,552758,,,,
2022-02-06,189,2083.809325140471,13612.289621919394,137.0,137,,,,44.737796783447266,20.425146102905273,44.74142837524414,20.426551818847656,0.5148337852613984,3.8170692920684814,0.2558199167251587,18806,,,,,,12061095,,,,
2022-02-07,108,1880.9839669240555,7163.73777961731,61.0,61,,,,,,,,0.7778599754010925,1.6436187028884888,0.26694250106811523,10209,,,,,,7838316,,,,
2022-02-08,104,1859.178896291525,8073.055416345596,91.0,91,,,,,,,,0.4128564286494198,1.849347472190857,0.26694250106811523,11153,,,,,,7384339,,,,
2022-02-09,245,2095.0457608785114,15685.138135433197,126.0,126,,,,,,,,0.7076830431528065,1.6140278577804565,0.26694250106811523,22071,,,,,,11638969,281975,,,
2022-02-10,168,2050.0589927042593,10560.7929332341,84.0,84,,,,,,,,0.8664968385307759,1.8841148614883423,0.2478361874818802,15280,,,,,,11358421,,,,
2022-02-11,133,1924.1765165094648,9703.485118261453,95.0,95,,,,,,,,0.6400732053734782,1.5911452770233154,0.26116591691970825,13472,,,,,,8737575,,,,
2022-02-12,108,1840.105887716014,8273.694508194923,88.0,88,,,,,,,,0.4864501375796547,1.5768978595733643,0.300310343503952,11304,,,,,,6987243,,,,
2022-02-13,74,1748.7371052244268,5741.7553387880325,60.0,60,,,,,,,,0.37673621599254453,1.5326589345932007,0.27806511521339417,7942,,,,,,5084964,,,,
2022-02-14,152,1940.5335459778503,10248.888436794281,87.0,87,,,,,,,,0.6556705410696213,1.6025956869125366,0.25338995456695557,14418,,,,,,9078125,,,,
2022-02-15,70,1719.5987617557323,5645.667078256607,62.0,62,,,,,,,,0.54259575988375,1.7789905071258545,0.2891877293586731,7703,,,,,,4478311,,,,
2022-02-16,86,1763.7712769576433,6308.95571231842,69.0,69,,,,,,,,0.4000765761072415,1.4515951871871948,0.26694250106811523,8692,,,,,,5258199,60074,,,
2022-02-17,171,2070.0268200090372,10563.0776232481,64.0,64,,,,,,,,0.5111149758327042,2.3752996921539307,0.26457643508911133,15243,,,,,,11632383,60930,,,
2022-02-18,119,1852.2119548596102,8313.980917453766,64.0,64,,,,,,,,0.5469967159697328,1.5672874450683594,0.24456337094306946,11747,,,,,,7239289,,,,
2022-02-19,154,1950.4048384172854,10232.587975025177,98.0,98,,,,44.733245849609375,20.40177345275879,44.73543167114258,20.40309715270996,0.49797893437426416,2.619999885559082,0.2558199167251587,15039,,,,,,9281022,,,,
2022-02-20,134,1917.2507387766634,10279.824698063736,105.0,105,,,,,,,,0.5127129302818728,1.6065536737442017,0.2443329244852066,14497,,,,,,8593382,,,,
2022-02-21,104,1875.6357640388208,6678.0885666876975,54.0,54,,,,,,,,0.5619461698420801,1.4660043716430664,0.26694250106811523,9554,,,,,,6452543,547743,,,
2022-02-22,126,1909.840843637013,9602.763135492802,94.0,94,,,,44.817195892333984,20.410972595214844,44.82465744018555,20.4163875579834,0.6297550329934718,4.229180335998535,0.2558199167251587,13167,,,,,,8289639,64242,,,
2022-02-23,235,2231.476188254652,16053.204620361328,157.0,157,,,,44.76724624633789,20.40943717956543,44.78288650512695,20.41567611694336,0.6988650940061705,1.6150001287460327,0.0727442130446434,22927,,,,,,15135486,,,,
